,Season,Sentence,labels
19926,Season 6,Good. You're in the great game now. And the great game's terrifying. The only people who aren't afraid of failure are madmen like your father.,fear
19927,Season 6,Do you know what frightens me? I said farewell to a man who loves me. A man I thought I cared for. And I felt nothing. Just impatient to get on with it.,fear
19928,Season 6,He wasn't the first to love you and he won't be the last.,neutral
19929,Season 6,"Well, you have completely failed to console me.",disgust
19930,Season 6,"For what it's worth, I've been a cynic for as long as I can remember. Everyone's always asking me to believe in things-- family, gods, kings, myself. It was often tempting until I saw where belief got people. So I said no, thank you to belief. And yet here I am.",joy
19931,Season 6,"I believe in you. It's embarrassing, really. I'd swear you my sword, but I don't actually own a sword.",disgust
19932,Season 6,It's your counsel I need.,neutral
19933,Season 6,It's yours. Now and always.,neutral
19934,Season 6,"Good. I, um… I had something made for you. I'm not sure if it's right.",neutral
19935,Season 6,"Tyrion Lannister, I name you Hand of the Queen.",neutral
19936,Season 6,"You're not one of mine, are you?",surprise
19937,Season 6,"No, my lord.",disgust
19938,Season 6,Didn't think so. Too pretty.,surprise
19939,Season 6,Where are my damn moron sons? Black Walder and Lothar promised to be here by midday.,anger
19940,Season 6,"They're here, my lord.",disgust
19941,Season 6,"Well, what are they doing, trimming their cunt hairs? Tell them to come here now.",anger
19942,Season 6,"But they're already here, my lord.",surprise
19943,Season 6,"Here, my lord.",neutral
19944,Season 6,They weren't easy to carve. Especially Black Walder.,neutral
19945,Season 6,What…,surprise
19946,Season 6,My name is Arya Stark. I want you to know that. The last thing you're ever going to see is a Stark smiling down at you as you die.,neutral
19947,Season 6,"Forgive me, my lady… if you're at prayer.",disgust
19948,Season 6,"I'm done with all that. I came here every day when I was a girl. I prayed to be somewhere else. Back then I only ever thought about what I wanted, never about what I had.",neutral
19949,Season 6,I was a stupid girl.,anger
19950,Season 6,You were a child.,neutral
19951,Season 6,What do you want?,neutral
19952,Season 6,I thought you knew what I wanted.,surprise
19953,Season 6,I was wrong.,anger
19954,Season 6,"No, you weren't. Every time I'm faced with a decision, I close my eyes and see the same picture. Whenever I consider an action, I ask myself will this action help to make this picture a reality? Pull it out of my mind and into the world? And I only act if the answer is yes. A picture of me on the Iron Throne… and you by my side.",neutral
19955,Season 6,It's a pretty picture.,joy
19956,Season 6,News of this battle will spread quickly through the Seven Kingdoms. I've declared for House Stark for all to hear.,neutral
19957,Season 6,"You've declared for other houses before, Lord Baelish. It's never stopped you from serving yourself.",neutral
19958,Season 6,"The past is gone for good. You can sit here mourning its departure or you can prepare for the future. You, my love, are the future of House Stark. Who should the North rally behind? A trueborn daughter of Ned and Catelyn Stark born here at Winterfell or a motherless bastard born in the south?",sadness
19959,Season 6,This is where I leave you.,neutral
19960,Season 6,You're not coming with us?,anger
19961,Season 6,"The Wall is not just ice and stone. Ancient spells were carved into its foundations. Strong magic to protect men from what lies beyond. And while it stands, the dead cannot pass. I cannot pass.",neutral
19962,Season 6,Where will you go?,neutral
19963,Season 6,The great war is coming and I still fight for the living. I'll do what I can… as long as I can.,neutral
19964,Season 6,"Thank you, Uncle Benjen.",joy
19965,Season 6,I wish you both good fortune.,neutral
19966,Season 6,Are you sure you're ready for this?,neutral
19967,Season 6,I'm the Three-Eyed Raven now. I have to be ready for this.,neutral
19968,Season 6,Ned?,surprise
19969,Season 6,Lyanna.,neutral
19970,Season 6,Is that you? Is that really you?,surprise
19971,Season 6,You're not a dream.,neutral
19972,Season 6,"No, I'm not a dream. I'm here. Right here.",neutral
19973,Season 6,"I've missed you, big brother.",sadness
19974,Season 6,"I've missed you, too.",sadness
19975,Season 6,I want to be brave.,fear
19976,Season 6,Shh. You are.,disgust
19977,Season 6,I'm not.,neutral
19978,Season 6,I don't want to die.,sadness
19979,Season 6,You're not going to die.,neutral
19980,Season 6,Get her some water!,anger
19981,Season 6,"No, no water.",disgust
19982,Season 6,Is there a maester?,neutral
19983,Season 6,"Please. Listen to me, Ned.",fear
19984,Season 6,"If Robert finds out, he'll kill him, you know he will. You have to protect him. Promise me, Ned. Promise me.",fear
19985,Season 6,"Promise me, Ned. Promise me.",neutral
19986,Season 6,You can't expect Knights of the Vale to side with wildling invaders.,neutral
19987,Season 6,We didn't invade. We were invited.,neutral
19988,Season 6,Not by me.,neutral
19989,Season 6,"The free folk, the northerners, and the Knights of the Vale fought bravely, fought together, and we won. My father uses to say we find our true friends on the battlefield.",joy
19990,Season 6,"The Boltons are defeated. The war is over. Winter has come. If the maesters are right, it'll be the coldest one in a thousand years. We should ride home and wait out the coming storms.",sadness
19991,Season 6,"The war is not over. And I promise you, friend, the true enemy won't wait out the storm. He brings the storm.",neutral
19992,Season 6,"Your son was butchered at the Red Wedding, Lord Manderly. But you refused the call. You swore allegiance to House Stark, Lord Glover, but in their hour of greatest need, you refused the call. And you, Lord Cerwyn, your father was skinned alive by Ramsay Bolton. Still you refuse the call. But House Mormont remembers. The North remembers. We know no king but the King in the North whose name is Stark. I don't care if he's a bastard. Ned Stark's blood runs through his veins. He's my king from this day until his last day.",anger
19993,Season 6,"Lady Mormont speaks harshly and truly. My son died for Robb Stark, the Young Wolf. I didn't think we'd find another king in my lifetime. I didn't commit my men to your cause ‘cause I didn't want more Manderlys dying for nothing. But I was wrong. Jon Snow avenged the Red Wedding. He is the White Wolf. The King in the North.",anger
19994,Season 6,I did not fight beside you on the field and I will regret that until my dying day. A man can only admit when he was wrong and ask forgiveness.,sadness
19995,Season 6,"There's nothing to forgive, my lord.",disgust
19996,Season 6,There will be more fights to come. House Glover will stand behind House Stark as we have for a thousands years. And I will stand behind Jon Snow… the King in the North!,neutral
19997,Season 6,The King in the North!,surprise
19998,Season 6,The King in the North! The King in the North! The King in the North! The King in the North! The King in the North! The King in the North! The King in the North! The King in the North!,anger
19999,Season 6,Come on.,anger
20000,Season 6,"I now proclaim Cersei of the House Lannister First of Her Name, Queen of the Andals and the First Men, Protector of the Seven Kingdoms.",neutral
20001,Season 6,Long may she reign.,neutral
20002,Season 6,Long may she reign.,neutral
20003,Season 7,"You're wonder why I brought you all here. After all, we just had a feast. Since when does old Walder give us two feasts in a single fortnight?",surprise
20004,Season 7,"Well, it's no good being lord of the Riverlands if you can't celebrate with your family. That's what I say!",anger
20005,Season 7,"I've gathered every Frey who means a damn thing so I can tell you my plans for this great house now that winter has come. But first, a toast! No more of that Dornish horse piss! This is the finest Arbor gold! Proper wine for proper heroes!",anger
20006,Season 7,Stand together!,anger
20007,Season 7,Stand together!,anger
20008,Season 7,Not you. I'm not wasting good wine on a damn woman.,anger
20009,Season 7,"Maybe I'm not the most pleasant man. I'll admit it. But I'm proud of you lot. You're my family, the men who helped me slaughter the Starks at the Red Wedding.",neutral
20010,Season 7,"Yes, yes. Cheer. Brave men, all of you. Butchered a woman pregnant with her babe. Cut the throat of a mother of five. Slaughtered your guests after inviting them into your home. But you didn't slaughter every one of the Starks.",disgust
20011,Season 7,"No, no, that was your mistake. You should have ripped them all out, root and stem.",anger
20012,Season 7,Leave one wolf alive and the sheep are never safe.,neutral
20013,Season 7,"When people ask you what happened here, tell them the North remembers. Tell them winter came for House Frey.",neutral
20014,Season 7,You wildlings?,surprise
20015,Season 7,"I'm Meera Reed, daughter of Howland Reed. This is Brandon Stark, son of Ned Stark.",neutral
20016,Season 7,How do I know that's true?,surprise
20017,Season 7,You were at the Fist of the First Men. You were at Hardhome. You've seen the Army of the Dead. You've seen the Night King. He's coming for us. For all of us.,neutral
20018,Season 7,"Okay, come on. Let's get them inside.",neutral
20019,Season 7,"I want every northern maester to scour their records for any mention of dragonglass. Dragonglass kills white walkers. It's more valuable to us now than gold. We need to find it, we need to mine it, we need to make weapons from it. Everyone aged 10 to 60 will drill daily with spears, pikes, bow and arrow.",neutral
20020,Season 7,It's about time we taught these boys of summer how to fight.,neutral
20021,Season 7,Not just the boys.,neutral
20022,Season 7,We can't defend the North if only half the population is fighting.,neutral
20023,Season 7,You expect me to put a spear in my granddaughter's hand?,disgust
20024,Season 7,"I don't plan on knitting by the fire while men fight for me. I might be small, Lord Glover, and I might be a girl, but I am every bit as much a Northerner as you.",neutral
20025,Season 7,"Indeed you are, my lady. No one has questioned--",neutral
20026,Season 7,And I don't need your permission to defend the North.,neutral
20027,Season 7,"We'll begin training every man, woman, boy, and girl on Bear Island.",neutral
20028,Season 7,"While we're preparing for attack, we need to shore up our defenses. The only thing standing between us and the Army of the Dead is the Wall and the Wall hasn't been properly manned in centuries. I'm not the king of the Free Folk.",neutral
20029,Season 7,But if we're going to survive this winter together...,neutral
20030,Season 7,You want us to man the castles for you?,anger
20031,Season 7,Last time we saw the Night King was at Hardhome. The closest castle to Hardhome is Eastwatch-by-the-Sea.,neutral
20032,Season 7,Then that's where I'll go. Looks like we're the Night's Watch now.,neutral
20033,Season 7,"If they breach the wall, the first two castles in their path are Last Hearth and Karhold.",neutral
20034,Season 7,The Umbers and the Karstarks betrayed the North. Their castles should be torn down with not a stone left standing.,anger
20035,Season 7,"The castles committed no crimes. And we need every fortress we have for the war to come. We should give the Last Hearth and Karhold to new families, loyal families who supported us against Ramsay.",neutral
20036,Season 7,Aye!,disgust
20037,Season 7,The Umbers and the Karstarks have fought beside the Starks for centuries. They've kept faith for generation after generation.,neutral
20038,Season 7,And then they broke faith.,neutral
20039,Season 7,I'm not going to strip these families of their ancestral homes because of the crimes of a few reckless sons.,anger
20040,Season 7,So there's no punishment for treason and no reward for loyalty?,neutral
20041,Season 7,The punishment for treason is death. Smalljon Umber died on the field of battle. Harald Karstark died on the field of battle.,sadness
20042,Season 7,They died fighting for Ramsay. Give the castles to the families of the men who died fighting for you.,neutral
20043,Season 7,"When I was Lord Commander of the Night's Watch I executed men who betrayed me. I executed men who refused to follow orders. My father always said, ""The man who passes the sentence should swing the sword,"" and I have tried to live by those words. But I will not punish a son for his father's sins, and I will not take a family home away from a family it has belonged to for centuries. That is my decision, and my decision is final.",anger
20044,Season 7,Ned Umber.,neutral
20045,Season 7,Alys Karstark.,neutral
20046,Season 7,"For centuries, our families fought side by side on the battlefield. I ask you to pledge your loyalty once again to House Stark, to serve as our bannermen and come to our aid whenever called upon.",neutral
20047,Season 7,Stand.,anger
20048,Season 7,"Yesterday's wars don't matter anymore. The North needs to band together, all the living north. Will you stand beside me, Ned and Alys, now and always?",neutral
20049,Season 7,Now and always!,neutral
20050,Season 7,"You are my sister, but I am king now.",neutral
20051,Season 7,Will you start wearing a crown?,neutral
20052,Season 7,"When you question my decisions in front of the other lords and ladies, you undermine me.",anger
20053,Season 7,So I can't question your decisions anymore?,anger
20054,Season 7,"Of course you can, but--",neutral
20055,Season 7,Joffrey never let anyone question his authority. You think he was a good king?,neutral
20056,Season 7,Do you think I'm Joffrey?,surprise
20057,Season 7,You're as far from Joffrey as anyone I've ever met.,neutral
20058,Season 7,Thank you.,neutral
20059,Season 7,"You're good at this, you know.",neutral
20060,Season 7,At what?,surprise
20061,Season 7,At ruling.,anger
20062,Season 7,No.,neutral
20063,Season 7,"You are. You are. They respect you, they really do, but you have to--",neutral
20064,Season 7,Why are you laughing?,surprise
20065,Season 7,"What did father used to say? Everything before the word ""but"" is horse shit.",disgust
20066,Season 7,He never said that to me.,disgust
20067,Season 7,"No. No, he never cursed in front of his girls.",disgust
20068,Season 7,"Because he was trying to protect us. He never wanted us to see how dirty the world really is, but Father couldn't protect me and neither can you. Stop trying.",disgust
20069,Season 7,"All right, I'll stop trying to protect you and you stop trying to undermine me.",anger
20070,Season 7,I'm not trying to undermine you.,anger
20071,Season 7,"You have to be smarter than Father. You need to be smarter than Robb. I loved them, I miss them, but they made stupid mistakes, and they both lost their heads for it.",sadness
20072,Season 7,And how should I be smarter? By listening to you?,neutral
20073,Season 7,Would that be so terrible?,fear
20074,Season 7,"A raven from King's Landing, Your Grace.",neutral
20075,Season 7,"Cersei of House Lannister, First of Her Name, Queen of the Andals and the First Men, Protector of the Seven Kingdoms--",neutral
20076,Season 7,What does she want?,neutral
20077,Season 7,Come to King's Landing. Bend the knee or suffer the fate of all traitors.,neutral
20078,Season 7,"You've been so consumed with the enemy to the north, you've forgotten about the one to the south.",neutral
20079,Season 7,"I'm consumed with the Night King because I've seen him. And believe me, you'd think of little else if you had, too.",neutral
20080,Season 7,We still have a wall between us and the Night King. Theres nothing between us and Cersei.,neutral
20081,Season 7,There's a thousand miles between us and Cersei. Winter is here. The Lannisters are a southern army. They've never ranged this far north.,neutral
20082,Season 7,"You're the military man, but I know her. If you're her enemy, she'll never stop until she's destroyed you. Everyone who's ever crossed her, she's found a way to murder.",anger
20083,Season 7,You almost sound as if you admire her.,neutral
20084,Season 7,I learned a great deal from her.,joy
20085,Season 7,What is this?,surprise
20086,Season 7,"Its what we've been waiting for our whole lives. It's what Father trained us for, whether he knew it or not.",neutral
20087,Season 7,"He knew it. Made me memorize every damn city, town, lake, forest, and mountain.",anger
20088,Season 7,"It's ours now, we just have to take it.",neutral
20089,Season 7,You've been quiet since you came home. Are you angry with me?,anger
20090,Season 7,"No, not angry.",anger
20091,Season 7,Are you afraid of me?,fear
20092,Season 7,Should I be?,fear
20093,Season 7,"Daenerys Targaryen has chosen Tyrion to be her Hand. Right now, they're sailing across the Narrow Sea, hoping to take back her father's throne. Our little brother, the one you love so much, the one you set free, the one who murdered our father and our first-born son, now he stands beside our enemies and gives them counsel. He's out there somewhere at the head of an armada. Where will they land?",disgust
20094,Season 7,Dragonstone.,neutral
20095,Season 7,"They have deep-water ports for the ships. Stannis left the castle unoccupied, and that's where she was born.",neutral
20096,Season 7,Enemies to the east.,disgust
20097,Season 7,Enemies to the south--Ellaria Sand and her brood of bitches.,anger
20098,Season 7,"Enemies to the west--Olenna, the old cunt. Another traitor.",disgust
20099,Season 7,Enemies to the north. Ned Stark's bastard has been named King in the North and that murdering whore Sansa stands beside him. Enemies everywhere. We're surrounded by traitors. You're in command of the Lannister army now. How do we proceed?,disgust
20100,Season 7,"Winter is here. We can't win a war if we can't feed our men and our horses. The Tyrells have the grain, the Tyrells have the livestock.",neutral
20101,Season 7,Will the Tyrell bannermen stand alongside a Dothraki horde and Unsullied slave soldiers?,neutral
20102,Season 7,"If they think Daenerys will win. No one wants to fight on the losing side. Right now, we look like the losing side.",neutral
20103,Season 7,I'm the Queen of the Seven Kingdoms.,neutral
20104,Season 7,"Three kingdoms, at best. I'm not sure you understand how much danger we're in.",neutral
20105,Season 7,I understand we're in a war for survival. I understand whoever loses dies. I understand whoever wins could launch a dynasty that lasts a thousand years.,neutral
20106,Season 7,A dynasty for whom? Our children are dead. We're the last of us.,sadness
20107,Season 7,"A dynasty for us, then.",neutral
20108,Season 7,We never talked about Tommen.,neutral
20109,Season 7,There's nothing to say.,neutral
20110,Season 7,Our baby boy killed himself.,disgust
20111,Season 7,"He betrayed me. He betrayed us both. Should we spend our days mourning the dead--mother, father, and all our children?",anger
20112,Season 7,Cersei--,neutral
20113,Season 7,"I loved them. I did. But they're ashes now and we're still flesh and blood. We're the last Lannisters, the last ones who count.",neutral
20114,Season 7,Even Lannisters can't survive without allies. Where are our allies now? You saw what happened to Walder Frey and his family.,neutral
20115,Season 7,I heard. How could we ever trust a man like that?,surprise
20116,Season 7,"We couldn't. He was a useless, old coward, but the Freys supported us. Now they're all dead. Whoever killed them is no friend of ours. We need allies. Stronger, better allies. We can't win this war alone.",anger
20117,Season 7,You think I listened to Father for 40 years and learned nothing?,surprise
20118,Season 7,The Greyjoys? You invited the Greyjoys to King's Landing?,surprise
20119,Season 7,Not all of them.,neutral
20120,Season 7,"Well, it looks like all of them.",neutral
20121,Season 7,"I invited Euron Greyjoy, the new King of the Iron Islands. You said yourself we needed stronger, better allies. There you are.",neutral
20122,Season 7,How are they better allies? How are they different from the Freys? They both broke their promises and murdered their former friends as soon as it suited them.,neutral
20123,Season 7,"So does everyone when it suits them. Unlike the Freys, they have ships. And they're good at killing.",neutral
20124,Season 7,"They're not good at anything. I know the Ironborn. They're bitter, angry little people. All they know how to do is steal things they can't build or grow themselves.",anger
20125,Season 7,Euron Greyjoy didn't come here for that.,neutral
20126,Season 7,"Oh, what did he come here for, then?",surprise
20127,Season 7,A queen.,neutral
20128,Season 7,"The moment I was chosen Lord of the Iron Islands, they turned on me. Their own uncle. They stole my best ships and ran. Sailed the right across the world and gave them to the Dragon Queen so she could bring her armies here to attack you.",anger
20129,Season 7,"It's nothing compares to the treason you suffered at the hands of a family members, from what I hear. But still, it bothers me. Murdering them would make me feel a lot better. And since it appears that all our treasonous family members are fighting for the same side, I thought we rightful monarchs could murder them together.",disgust
20130,Season 7,"You're not a rightful monarch, though, are you?",neutral
20131,Season 7,"The Greyjoys rebelled agains the throne for the right to be monarchs, but as I recall, you were soundly defeated. Come to mention it, weren't you the one who started that rebellion by sailing to Casterly Rock and burning the Lannister fleet? You certainly caught us there. Very smart move on your part. Of course, we all made it to the Iron Islands anyway. I was there.",neutral
20132,Season 7,"I remember very well. I saw you. I heard so much talk. The best in the world. No one can stop him. I didn't believe it, to be honesty. But I must say, when you rushed through the breach and started cutting people down...it was glorious. Like a dance.",joy
20133,Season 7,The people I was cutting down were your own kin.,disgust
20134,Season 7,The place was getting crowded. I enjoyed watching it. I truly did.,joy
20135,Season 7,And I enjoyed killing Greyjoys.,joy
20136,Season 7,"A good thing for me. If you hadn't crushed us, I wouldn't have gone into exile. If I hadn't done that, I wouldn't be the greatest captain on the 14 seas.",joy
20137,Season 7,If not the most humble.,neutral
20138,Season 7,"You're not humble. You're the queen of a great nation. You don't care about the Iron Islands. They're nothing but rocks and bird shit and--and a lot of very unattractive people. The Iron Fleet, on the other hand, that's something else entirely. It's the greatest armada Westeros has ever seen. With the Iron Fleet, you own the seas. You can defeat the invaders of the east and the pretenders of the north and south.",neutral
20139,Season 7,What do you want in return?,neutral
20140,Season 7,"Ever since I was a little boy, I wanted to grow up and mary the most beautiful woman in the world. So here I am, with a thousand ships and two good hands.",surprise
20141,Season 7,I decline your proposal.,sadness
20142,Season 7,Why?,surprise
20143,Season 7,You're not trustworthy. You've broken promises to allies before and murdered them at the nearest opportunity. You murdered your own brother.,anger
20144,Season 7,You should try it. Feels wonderful.,joy
20145,Season 7,"I don't expect you to trust me outright. You need proof of my honest intentions. In my experience, the surest way to a woman's heart is with a gift. A priceless gift. I won't return to King's Landing until I have that for you.",neutral
20146,Season 7,"Ah, Maester Weyland. A drinker's liver if ever I saw one.",disgust
20147,Season 7,Weigh that.,neutral
20148,Season 7,The triumph of transitory pleasures. Mankindo s curse.,sadness
20149,Season 7,"Archmaester, I was wondering...",surprise
20150,Season 7,What's the weight?,neutral
20151,Season 7,"Um, 147.",neutral
20152,Season 7,I was wondering if you had considered my proposition.,surprise
20153,Season 7,I don't remember your proposition.,neutral
20154,Season 7,"I asked you if, in light of what I've seen in the North, if I could have access to the restricted area of the library.",neutral
20155,Season 7,That area is reserved for maesters. Are you a maester?,neutral
20156,Season 7,No.,neutral
20157,Season 7,"Not a very strong proposition, is it?",disgust
20158,Season 7,"Archmaester, with respect, I've seen them--the Army of the Dead. The white walkers. W was sent here to learn how to defeat them, but everyone in the Citadel, those who will even talk to me, they all doubt the walkers ever existed in the first place.",neutral
20159,Season 7,Everyone in the Citadel doubts everything. It's their job. But the tales of the Long Night can't be pure fabrication. Too many similarities from unconnected sources.,neutral
20160,Season 7,Sources in the restricted area?,neutral
20161,Season 7,The very same. And the simplest explanation for your grating obsession with the white walkers is that you're telling the truth and that you saw what you say you saw.,anger
20162,Season 7,"So, you believe me.",neutral
20163,Season 7,I do. You'll finish weighing that heart?,neutral
20164,Season 7,That makes you the only person south of the Twins who does.,neutral
20165,Season 7,"We're not lie the people south of the Twins. And we're not like the people north of the Twins. In the Citadel, we lead different lives for different reasons. We are this worldo s memory, Samwell Tarly. Without us, men would be little better than dogs. Don't remember any meal but the last, can't see forward to any but the next. And every time you leave the house and shut the door, they howl like you're gone forever. When Robert's Rebellion was raging, people that the end was near. The end of the Targaryen dynasty. ""How will we survive?"" When Aegon Targaryen turned his eye westward and flew his dragons to Blackwater Rush--""The end is near! How will we survive?"" And thousands of year before that, during the Long Night, we can forgive them for thinking it truly was the end. But it wasn't. None of it was. The Wall has stood through it all. And every winter that ever came has ended.",anger
20166,Season 7,Be a good lad. Clean this up.,neutral
20167,Season 7,Nope.,disgust
20168,Season 7,You're a lucky man.,neutral
20169,Season 7,I've heard she beat the Hound in single combat. She's a very impressive woman.,neutral
20170,Season 7,"What do you want, Lord Baelish?",neutral
20171,Season 7,I want you to be happy. I want you to be safe.,sadness
20172,Season 7,"I am safe. I'm at home, surrounded by friends. I have Brienne to protect me from anyone who would harm me.",fear
20173,Season 7,What about happy? Why aren't you happy? What do you want that you do not have?,sadness
20174,Season 7,"At the moment, peace and quiet.",neutral
20175,Season 7,"No need to seize the last word, Lord Baelish. I'll assume it was something clever.",neutral
20176,Season 7,My lady.,disgust
20177,Season 7,Why is he still here?,surprise
20178,Season 7,"We need his men. Without the Vale, Ramsay Bolton would still hold this castle. Littlefinger saved us.",neutral
20179,Season 7,He wants something.,anger
20180,Season 7,I know exactly what he wants.,neutral
20181,Season 7,He rode through the streets of the city / Down from his hill on high / O'er the winds and the steps and the cobble / He rode to a woman's sigh / For she was his secret treasure / She was his shame and his bliss / And a chain and a keep are nothing / Compared to a woman's kiss / For hands of gold are always cold / But a woman's hands are warm / For hands of gold are always cold / But a woman's hands are--,disgust
20182,Season 7,That's a pretty song. I've never heard it before.,neutral
20183,Season 7,It's a new one.,neutral
20184,Season 7,Are you hungry? We've got some rabbit.,neutral
20185,Season 7,I don't want to steal your food.,anger
20186,Season 7,"You're not stealing, we're offering. Come on, it's gonna be a cold night.",anger
20187,Season 7,You heading south?,surprise
20188,Season 7,King's Landing.,neutral
20189,Season 7,Poor girl.,sadness
20190,Season 7,"Not so bad, is it?",disgust
20191,Season 7,"Depends on your taste, I guess. If you like your streets covered in shit and pig's blood, it's the town for you.",disgust
20192,Season 7,"All my life, I wanted to see the Red Keep, the Sept of Baelor, the Dragonpit. Then when I finally make it, they wouldn't let me within a mile of the Red Keep, the Sept of Baelor's blown to hell, and the Dragonpit is a damn ruin.",anger
20193,Season 7,"The people who live there, they'd skin you alive if they could make two coppers off your hide.",neutral
20194,Season 7,Worst place in the world.,disgust
20195,Season 7,What are you doing in the Riverlands?,surprise
20196,Season 7,"There's been some trouble with the Freys up at The Twins, so we're part of the army that's been sent to keep the peace.",neutral
20197,Season 7,Here you go. Guests first.,neutral
20198,Season 7,"Oh, no, I couldn't. You don't have enough.",surprise
20199,Season 7,My mother always told me to be kind to strangers. Strangers will be kind to you.,neutral
20200,Season 7,"You're a long way from home. I'm sure you've had some adventures, though.",neutral
20201,Season 7,"Yeah, endless adventures. They'll be singing about us for a thousand years.",neutral
20202,Season 7,"3; The truth is when we left home, we couldn't wait to get away. But now we've been gone a while, we can't wait to get home.",joy
20203,Season 7,I just think about my dad out there on his boat all alone. I ought o be out there with him.,sadness
20204,Season 7,My wife's just had our first baby.,joy
20205,Season 7,Boy or girl?,neutral
20206,Season 7,"Oh, who knows? You think soldiers get ravens with news from home?",surprise
20207,Season 7,I hope it's a girl.,neutral
20208,Season 7,Why?,surprise
20209,Season 7,Girls take care of their papas when their papas grow old. Boys just go off to fight in someone else's wars.,neutral
20210,Season 7,Are you old enough to drink?,neutral
20211,Season 7,It's blackberry wine. I made it myself.,neutral
20212,Season 7,It's really good.,joy
20213,Season 7,"So, why is a nice girl on her own heading to King's Landing?",surprise
20214,Season 7,I'm going to kill the queen.,anger
20215,Season 7,Bad night to be outdoors.,sadness
20216,Season 7,"You've got real powerful magic to figure that out. Did the Lord of Light whisper that in your ear? ""It's snowing, Thoros. It's windy. It's gonna be a cold night.""",neutral
20217,Season 7,"You're a grouchy old bear, aren't you, Clegane? You want some rum?",anger
20218,Season 7,Don't like that shit. It's too sweet.,disgust
20219,Season 7,Why are you always in such a foul mood?,anger
20220,Season 7,Experience.,neutral
20221,Season 7,This seems like a good place to spend the night.,neutral
20222,Season 7,These people don't want us here.,anger
20223,Season 7,Seems deserted to me. No livestock. No smoke coming from the chimney.,disgust
20224,Season 7,I don't like the look of it.,disgust
20225,Season 7,"For a big, hard man, you scare easy.",fear
20226,Season 7,I'll tell you what doesn't scare me,fear
20227,Season 7,Come on. Maybe they've got some ale hidden away.,neutral
20228,Season 7,They don't.,neutral
20229,Season 7,See if there's a larder. They always leave something behind.,neutral
20230,Season 7,How do you think it ended for them?,surprise
20231,Season 7,With death.,sadness
20232,Season 7,"Girl died in her father's arms. Both of them covered in blood and a knife at their feet. I'd say they were starving. And rather than letting his little girl suffer, he ended it for both of them.",disgust
20233,Season 7,Doesn't matter now.,neutral
20234,Season 7,"No, doesn't matter now.",neutral
20235,Season 7,"I've known you a long time, Dondarrion.",neutral
20236,Season 7,Aye. I think the first time we met was at that tournament--,neutral
20237,Season 7,And I always thought you were dull as dirt.,disgust
20238,Season 7,"You're not bad. I don't hate you. Don't like, but you're not bad.",anger
20239,Season 7,"Thank you, Clegane. That warms the heart.",joy
20240,Season 7,But there's nothing special about you.,neutral
20241,Season 7,You're right about that.,neutral
20242,Season 7,"So why does the Lord of Light keep bringing you back? I've met better men than you, and they've been hanged from crossbeams, or beheaded, or just shat themselves to death in a field somewhere. None of them came back. So, why you?",surprise
20243,Season 7,You think I don't ask myself that? Every hour of every day? Why am I here? What am I supposed to do? What does the Lord see in me?,surprise
20244,Season 7,And?,surprise
20245,Season 7,I don't know. I don't understand our Lord.,surprise
20246,Season 7,Your Lord.,disgust
20247,Season 7,I don't know what He wants from me. I only know that He wants me alive.,neutral
20248,Season 7,"If he's so all-powerful, why doesn't he just tell you what the fuck he wants?",anger
20249,Season 7,Clegane.,neutral
20250,Season 7,Come over here. Don't worry. The fire won't bite. I want to show you something.,fear
20251,Season 7,It's my fucking luck I end up with a band of fire worshippers.,anger
20252,Season 7,Aye. Almost seems like divine justice.,neutral
20253,Season 7,"There's no divine justice, you dumb cunt. If there was, you'd be dead...and that girl would be alive.",anger
20254,Season 7,What do you want?,neutral
20255,Season 7,Look into the flames.,anger
20256,Season 7,I don't want to look in the damn flames.,anger
20257,Season 7,You saw me bring him back from the dead after you cut him down. Don't you want to know what gave me the power?,anger
20258,Season 7,I keep asking and no one wants to tell me.,anger
20259,Season 7,We can't tell you. Only the fire can tell you.,neutral
20260,Season 7,What do you see?,surprise
20261,Season 7,Logs burning.,anger
20262,Season 7,Keep looking. What do you see?,surprise
20263,Season 7,Ice. A wall of ice. The Wall.,anger
20264,Season 7,What else?,neutral
20265,Season 7,It's where the Wall meets the sea. There's a castle there.,neutral
20266,Season 7,There's a mountain. Looks like an arrowhead. The dead are marching past.,disgust
20267,Season 7,Thousands of them.,neutral
20268,Season 7,"Do you believe me now, Clegane? Do you believe we're here for a reason?",surprise
20269,Season 7,"What the hell are you doing, Clegane?",anger
20270,Season 7,Burying the dead.,disgust
20271,Season 7,You knew these people.,neutral
20272,Season 7,Not really.,surprise
20273,Season 7,"We ask the Father to judge us with mercy. We ask the Mother to... Fuck it, I don't remember the rest. I'm sorry you're dead. You deserved better. Both of you.",anger
20274,Season 7,Mom.,neutral
20275,Season 7,"You should really sleep, Sam.",neutral
20276,Season 7,The dead don't.,neutral
20277,Season 7,Legends of the Long Night.,neutral
20278,Season 7,The Targaryens used dragonglass to decorate their weapons without even knowing what the First Men used it for.,disgust
20279,Season 7,What is it?,surprise
20280,Season 7,It's a map of Dragonstone. The Targaryens built their first stronghold there when they invaded Westeros.,neutral
20281,Season 7,That's dragonglass?,surprise
20282,Season 7,"A mountain of it. Beneath the ground. Stannis told me, but I didn't think... This is important. Jon needs to know.",surprise
20283,Season 7,Has she come yet?,neutral
20284,Season 7,Who?,surprise
20285,Season 7,The Dragon Queen. Daenerys Stormborn.,neutral
20286,Season 7,Haven't heard anything.,neutral
