Season,Sentence,labels
Season 6,"All right, let's start with your footwork.",neutral
Season 6,Show me your stance.,neutral
Season 6,"Now, listen to me, Pod. See how your feet are about a yard apart?",neutral
Season 6,"Lesson number one, assume everyone wants to hit you. ‘Cause they do, Pod. Everyone wants to hit a fucking squire. Do it again. Come on, don't sulk.",anger
Season 6,I never thought you'd find her. I just assumed Sansa was dead.,surprise
Season 6,Why would you assume that?,surprise
Season 6,"In my experience, girls like her don't live very long.",neutral
Season 6,I don't think you know many girls like her.,surprise
Season 6,"Well, I'm proud of you. I am. You fulfilled your oath to Catelyn Stark against all odds.",neutral
Season 6,"Of course my sister wants Sansa dead. The girl is still a suspect in Joffrey's murder, so there is that complication. What the hell are you doing here?",anger
Season 6,I've come for the Blackfish.,neutral
Season 6,You're welcome to have him.,joy
Season 6,Lady Sansa desires to take her ancestral seat back from the Boltons and assume her rightful position as Lady of Winterfell.,sadness
Season 6,With what army does she plan on taking Winterfell?,neutral
Season 6,The Tully army.,disgust
Season 6,"They're a bit occupied at the moment. I was sent here to reclaim Riverrun currently defended by the Tully rebels, so you can see the conundrum.",neutral
Season 6,The Tullys are rebels because they're fighting for their home?,neutral
Season 6,Riverrun was granted to the Freys by royal decree.,joy
Season 6,As a reward for betraying Robb Stark and slaughtering his family.,disgust
Season 6,Exactly.,neutral
Season 6,We shouldn't argue about politics.,neutral
Season 6,"You're a knight, Ser Jaime. I know there is honor in you. I've seen it myself.",neutral
Season 6,I'm a Lannister. Don't ask me to betray my own house.,anger
Season 6,I do no such thing. Take Riverrun without bloodshed. Ride south with your mission complete and your army intact.,anger
Season 6,What do you propose?,neutral
Season 6,Allow me to enter Riverrun under a flag of truce. Let me try to persuade the Blackfish to give up the castle.,neutral
Season 6,Why would he abandon his ancestral home?,anger
Season 6,Because you'll allow him to lead the Tully forces safely north.,neutral
Season 6,Have you ever met the Blackfish?,neutral
Season 6,No.,neutral
Season 6,He's even more stubborn than you are.,anger
Season 6,"All right. Try to talk some sense into the old goat. He won't listen, but his men might. Not everybody wants to die for someone else's home.",neutral
Season 6,"I need your word. If I persuade him to abandon the castle, you'll grant us safe passage north.",neutral
Season 6,You have my word. You have until nightfall.,neutral
Season 6,You gave it to me for a purpose. I've achieved that purpose.,neutral
Season 6,It's yours. It will always be yours.,neutral
Season 6,"one last thing, Ser Jaime.",neutral
Season 6,"Yes, Lady Brienne?",surprise
Season 6,"Should I fail to persuade the Blackfish to surrender, and if you attack the castle, honor compels me to fight for Sansa's kin.",anger
Season 6,Of course it does.,neutral
Season 6,To fight you.,anger
Season 6,Let's hope it doesn't come to that.,neutral
Season 6,I've said no three times already.,neutral
Season 6,I have a signed letter from your niece Sansa Stark.,neutral
Season 6,I haven't seen her since she was a child. I don't know her signature. I don't know you. And I will not surrender.,neutral
Season 6,Double the guards tonight.,neutral
Season 6,The Kingslayer wants to try us. I can feel it.,disgust
Season 6,"As I have said, my name is- -",neutral
Season 6,"Yes, Brienne of Tarth. I know your father. A good man.",joy
Season 6,He always spoke highly of you.,neutral
Season 6,"And if he were here now, I'd tell him the same I'm telling you.",neutral
Season 6,"If you think I'm abandoning my family's seat on the Kingslayer's word of honor, you're a bloody fool.",anger
Season 6,Riverrun cannot stand against the Lannisters and the Freys.,anger
Season 6,We can stand longer than your one-handed friend thinks we can.,neutral
Season 6,He's not my friend.,neutral
Season 6,No?,surprise
Season 6,Who gave you permission to cross the siege line and enter the castle? Who gave you that sword with the gold lion on the pommel?,neutral
Season 6,"Ser Jaime kept his word to your niece Catelyn Stark. He sent me to find Sansa, to help her as Catelyn wanted. He gave me this sword to protect her. That is what I have done and I will continue to do until the day I die.",anger
Season 6,She's exactly like her mother.,neutral
Season 6,I don't have enough men to help her take Winterfell.,sadness
Season 6,You have more than she does.,neutral
Season 6,"She wants her home back. I understand that. But this is my home. And if Jaime Lannister wants it, he can bloody well take it the way everyone else does.",anger
Season 6,Find the maester. We need to get a raven north to Sansa.,neutral
Season 6,What should I write?,fear
Season 6,Tell her I failed.,sadness
Season 6,There's to be a royal announcement?,surprise
Season 6,There is.,neutral
Season 6,Why wasn't I informed?,anger
Season 6,There is to be a royal announcement in the throne room at this very moment.,neutral
Season 6,Where are you going?,neutral
Season 6,To stand by my son.,anger
Season 6,Your place is in the gallery with the other ladies of the court.,neutral
Season 6,"Lords and ladies, the Faith and the Crown are the two pillars that hold up this world. One collapses, so does the other. The Father judges us all. If you break his laws...you will be punished. After conferring with His Holiness the High Septon, we have determined that Loras Tyrell and Cersei lannister's trial will be held in the Great Sept of Baelor on the first day of the Festival of the Mother.",sadness
Season 6,"Furthermore, after much prayer and reflection, the Crown has decided that from this day forward, trial by combat will be forbidden throughout the Seven Kingdoms. The tradition is a brutish one, a scheme devised by corrupt rulers in order to avoid true judgment from the gods. Cersei Lannister and Loras Tyrell will stand trial before seven septons as it was in the earliest days of the Faith. Seven blessings to all.",disgust
Season 6,Seven blessings.,joy
Season 6,Your Grace...that old rumor you told me about. My little birds investigated.,neutral
Season 6,And? Was it just a rumor or something more?,surprise
Season 6,More. Much more.,neutral
Season 6,You seem happy.,joy
Season 6,"I am happy. You should both be as well. Not so long ago, this city was ready to devour itself.",joy
Season 6,Now it's like a man reborn.,neutral
Season 6,I will be happy when our queen returns.,joy
Season 6,Why don't you drink? Why don't either of you ever drink?,surprise
Season 6,Unsullied never drink.,disgust
Season 6,Why not?,neutral
Season 6,Rules.,neutral
Season 6,And who made these rules? Your former masters?,neutral
Season 6,Those miserable old shits didn't want you to be human. Have a drink with me.,sadness
Season 6,And you? What's your excuse?,anger
Season 6,I have tried wine before. It made me feel funny.,surprise
Season 6,That's how you know it's working.,neutral
Season 6,Here's to our queen. Anyone not drinking is disrespecting our queen.,anger
Season 6,"To Daenerys Stormborn, Mother of Dragons, Breaker of Chains, long may she reign.",neutral
Season 6,Long may she reign.,neutral
Season 6,Do you like it?,neutral
Season 6,Tastes like it has turned.,neutral
Season 6,"Yes, yes. Fermentation. One day, after our queen has taken the Seven Kingdoms...I'd like to have my own vineyard. Make my own wine. The Imp's Delight. Only my close friends could drink it.",neutral
Season 6,"Tell me a joke, Missandei of Naath.",joy
Season 6,I do not know any jokes.,disgust
Season 6,Grey worm?,neutral
Season 6,"Right. Three lords walk into a tavern- - a Stark, a Martell, and a Lannister. They order ale...",disgust
Season 6,"but when the barkeep brings them over, each of them finds a fly in his cup. The Lannister, outraged, shoves the cup aside and demands another. The Martell plucks the fly out and swallows it whole. The Stark reaches into his cup, pulls out the fly and shouts, “Spit it out, you see shit. Spit it out.”",anger
Season 6,It's funnier in Westeros.,joy
Season 6,"The Starks and the lannisters, i thought these were enemies.",neutral
Season 6,Yes.,neutral
Season 6,"A joke is like a story, Torgo Nudho. Not a true story, necessarily.",neutral
Season 6,"A story that's supposed to make you laugh, ideally. Not at the moment, perhaps.",neutral
Season 6,"Missandei, do you like the wine?",neutral
Season 6,I do.,neutral
Season 6,Tell a joke.,joy
Season 6,Two translators are on a sinking ship.,sadness
Season 6,"The first says, “Do you know how to swim?” The second says, “No, but I can shout for help in 19 languages.”",neutral
Season 6,Ah!,surprise
Season 6,That is the worst joke I ever heard.,disgust
Season 6,You don't even know what a joke is.,disgust
Season 6,I am soldier all my life. You think I never hear joke?,surprise
Season 6,You lied to us.,anger
Season 6,I make joke.,joy
Season 6,More jokes.,joy
Season 6,I once walked into a brothel with a honeycomb and a jackass. The madam says- -,disgust
Season 6,The Masters have come for their property.,neutral
Season 6,Lord Edmure.,neutral
Season 6,I apologize for the way the Freys treated you. A man of your birth deserved better. You have my word you'll be properly fed and clothes from now on.,sadness
Season 6,I have your word?,neutral
Season 6,"Oh, good. Good, that's- - that's a fine thing. My uncle will never surrender the castle, ser. Whatever game you're playing.",neutral
Season 6,"The Blackfish is an old man. A good death is all he can hope for. But you, you have a child now, I've heard. A son you sired on your wedding night. You're a potent man.",disgust
Season 6,A son I've never met born of a wife that I haven't seen since our first night together.,joy
Season 6,"You should be with them both. I can arrange that, you realize? Comfortable rooms for you at Casterly Rock. A tutor for your boy, knights to train him to fight and to ride. And when he comes of age, he'll have a keep of his own.",neutral
Season 6,Do you imagine yourself a decent person? Is that it? After you've massacred my family. Kept me in a cell for years. Stolen our lands.,anger
Season 6,"I'll remind you that our houses are at war. I'm sorry if this conflict has inconvenienced you, but rebelling against the Crown does have consequences.",sadness
Season 6,Says the man who shoved his sword through his king's back.,disgust
Season 6,Did I give you the impression that this was a negotiation? It's not.,neutral
Season 6,You understand. On some level you understand that you're an evil man.,anger
Season 6,I'll leave the judgments to the gods.,neutral
Season 6,"Well, that is convenient for you. You're a fine-looking fellow, aren't you?",neutral
Season 6,"Your square jaw, your golden armor. Tell me, I want to know. I truly do. How do you live with yourself? All of us have to believe that we're decent, don't we? You have to sleep at night. How do you tell yourself that you're decent after everything that you've done?",neutral
Season 6,I was your sister's prisoner once. She hit me on the head with a rock if I remember correctly.,anger
Season 6,Yeah. She should have killed you.,anger
Season 6,"Perhaps, but she didn't. Catelyn Stark hated me just like you hate me. But I didn't hate her. I admired her. Far more than her husband or her son.",disgust
Season 6,Do you think I care whom you admire and whom you don't?,neutral
Season 6,"No, I don't, but I'm telling you anyway because you're my prisoner. You don't have a choice. The love she had for her children, I was a little awed by it. Reminded me of my sister.",surprise
Season 6,"Oh. Oh, I see. You're a madman.",disgust
Season 6,I'm not here to trade insults. Your sister was a strong- -,neutral
Season 6,Don't talk about Cat!,anger
Season 6,I'll talk about whomever I want.,neutral
Season 6,"She loved her children. I suppose all mothers do, but Catelyn and Cersei, there's a fierceness you don't often see.",disgust
Season 6,They'd do anything to protect their babies.,anger
Season 6,Start a war. Burn cities to ash. Free their worst enemies. The things we do for love.,anger
Season 6,You didn't come here to talk about our sisters.,disgust
Season 6,"That's exactly why I came here. I love Cersei. You can laugh at that if you want. You can sneer. It doesn't matter. She needs me. And to get back to her, I have to take Riverrun. I'll send for your baby boy.",anger
Season 6,"And I'll launch him into Riverrun with a catapult. Because you don't matter to me, Lord Edmure. Your son doesn't matter to me. The people in the castle don't matter to me. Only Cersei. And if I have to slaughter every Tully who ever lived to get back to her, that's what I'll do.",anger
Season 6,Who goes there?,surprise
Season 6,"Edmure Tully, son of Hoster Tully, and the rightful Lord of Riverrun. I demand entry.",anger
Season 6,Don't let him in.,anger
Season 6,He's the Lord of Riverrun. I have to obey his commands.,neutral
Season 6,"He's been their captive ever since they murdered his king at the Red Wedding. Why do you think the people who murdered his king at the Red Wedding would decide to let him come home? Because it's a trap, you idiot. Don't let him in.",anger
Season 6,"He's my lord, my lord. I've sworn to serve the Lord of Riverrun and obey his commands.",neutral
Season 6,You're not obeying Edmure's commands. You're obeying the fucking Kinglsayer's commands.,anger
Season 6,I demand entry.,anger
Season 6,My lord has given an order.,disgust
Season 6,WIth a knife to his throat. That is not a valid order.,disgust
Season 6,Lower the drawbridge and open the gate for Lord Ed- -,neutral
Season 6,I'll have your head before I surrender Riverrun.,anger
Season 6,"You are not lord of this castle, my lord.",disgust
Season 6,Lower the drawbridge!,surprise
Season 6,"Aye, ser!",neutral
Season 6,"If you're wrong, we're just surrendered our most valuable prisoner.",neutral
Season 6,"Welcome home, my lord.",neutral
Season 6,Command all the forces within the castle to lay down their arms. Open the gates.,anger
Season 6,My lord- -,surprise
Season 6,Your lord has given a command.,disgust
Season 6,Find the Blackfish. Put him in irons and hand him over to the Freys.,neutral
Season 6,Find him.,neutral
Season 6,Go on.,anger
Season 6,Come with us.,neutral
Season 6,I've run before from the Red Wedding. I'm not running again. This is my family home.,sadness
Season 6,Your family is in the North. Come with us. Don't die for pride when you can fight for your blood.,anger
Season 6,You'll serve Sansa far better than I ever could.,neutral
Season 6,"Go on, now.",anger
Season 6,I haven't had a proper sword fight in years. I expect I'll make a damn fool of myself.,anger
Season 6,"We found the Blackfish, my lord.",neutral
Season 6,Good. Bring him to me.,neutral
Season 6,"He died fighting, my lord.",sadness
Season 6,I was wrong. I admit it.,anger
Season 6,That changes nothing.,neutral
Season 6,The Unsullied could mount a defense off the beachhead. If the slavers' forces- -,neutral
Season 6,No more talking from you. Your talking gave us this.,anger
Season 6,And I have acknowledged that. I'm trying- -,neutral
Season 6,You're trying to tell me what the army should do. You do not know what the army should do.,disgust
Season 6,"All right, what should the army do?",anger
Season 6,"We'll not go to the beach. If we go to the beach, the Masters will take the pyramid. The pyramid is the only place in the city we can defend. We stay here.",neutral
Season 6,And then?,surprise
Season 6,We wait for them to come to us. Then we fight them.,neutral
Season 6,Clegane.,neutral
Season 6,What the fuck you doing here?,anger
Season 6,Chasing them. You?,surprise
Season 6,Hanging them.,joy
Season 6,Any particular reason?,neutral
Season 6,They're our men. Or they were. They attacked a nearby sept and murdered the villagers. Why do you want them?,anger
Season 6,Same reason. I was helping build it. They killed a friend of mine.,anger
Season 6,You've got friends?,surprise
Season 6,Not anymore. They're mine.,neutral
Season 6,It's the Brotherhoodo s good name they've dragged through the dirt.,neutral
Season 6,"Fuck your name. They're mine. I killed you once before, Dondarrion. Happy to do it again.",anger
Season 6,"Drop that arrow, you bloody girl.",anger
Season 6,Tougher girls than you have tried to kill me.,anger
Season 6,You can have one of them.,neutral
Season 6,Two.,neutral
Season 6,"No, no, no.",fear
Season 6,We're not butchers. We hang them.,neutral
Season 6,hanging? All over in an instant. Where's the punishment in that?,anger
Season 6,They die.,sadness
Season 6,We all bloody die.,anger
Season 6,Except this one here. I'll only gut one of them.,disgust
Season 6,No.,neutral
Season 6,I'll chop off one hand.,anger
Season 6,We gave you two of the three out of respect for your loss. That's generous.,neutral
Season 6,Bunch of nancies.,disgust
Season 6,There was a time I would have killed all seven of you just to gut these three.,neutral
Season 6,"You're getting old, Clegane.",disgust
Season 6,He's not.,neutral
Season 6,Please don't. I'll give you anything.,fear
Season 6,Got anything to eat?,neutral
Season 6,Enjoying yourself?,joy
Season 6,I prefer chicken.,neutral
Season 6,You ought to join us. We could use you.,neutral
Season 6,I tried joining. Didn't work out for me.,sadness
Season 6,"Clegane, we're here for a reason. The Lord of Light is keeping Beric alive for a reason. He gave a failed, drunk priest the power to bring him back for a reason. We are part of something larger than ourselves.",neutral
Season 6,Lots of horrible shit in this world gets done for something larger than ourselves.,disgust
Season 6,Cold winds are rising in the North.,neutral
Season 6,And you're going to go stop them?,anger
Season 6,We need good men to help us.,neutral
Season 6,"Last time you saw me, you wanted to execute me.",anger
Season 6,True enough. But the Lord of Light gave you the power to defeat me. Why?,surprise
Season 6,"I beat you because I'm better than you, Beric. I was better than you before you started yammering on about the Lord and I'm better than you now.",neutral
Season 6,"Aye, you're probably right. You're a fighter. You were born a fighter. You walked away from the fight. How did that go? Good and bad, young and old, the things we're fighting will destroy them all alike. You can still help a lot more than you've harmed Clegane, it's not too late for you.",neutral
Season 6,Lady Crane?,neutral
Season 6,"If you'd have done your job, she would have died painlessly.",sadness
Season 6,Instead…,neutral
Season 6,The Many-Faced God was promised a name. He must always receive what is his. You can't change that. I can't change that. No one can. And now he's been promised another name.,anger
Season 6,It will all be over soon. On your knees or on your feet?,neutral
Season 6,Haven't we been through this already? That won't help you.,sadness
Season 6,You told her to kill me.,anger
Season 6,Yes. But here you are. And there she is.,neutral
Season 6,Finally a girl is no one.,neutral
Season 6,A girl is Arya Stark of Winterfell and I'm going home.,sadness
Season 6,"Despite appearances, I think you'll find the city's on the rise.",neutral
Season 6,Perhaps we should take shelter.,neutral
Season 6,The city is on the rise?,neutral
Season 6,Meereen is strong. Commerce has returned to the markets. The people are behind you.,neutral
Season 6,"Well, not all the people, of course. No ruler that ever lived had the support of all the people. But the rebirth of Meereen is the cause of this violence. The Masters cannot let Meereen succeed. Because if Meereen succeeds, a city without slavery, a city without Masters…",anger
Season 6,it proves that no one needs a Master.,neutral
Season 6,Good. Shall we begin?,neutral
Season 6,Do we have a plan?,neutral
Season 6,"I will crucify the Masters. I will set their fleets afire, kill every last one of their soldiers, and return their cities to the dirt. That is my plan.",anger
Season 6,You don't approve?,anger
Season 6,You once told me you knew what your father was. Did you know his plans for King's Landing when the Lannister armies were at his gates?,neutral
Season 6,"Probably not. Well, he told my brother and Jaime told me. He had caches of wildfire hidden under the Red Keep, the Guildhalls, the Sept of Baelor, all the major thoroughfares. He would have burned every one of his citizens. The loyal ones and the trators. Every man, woman, and child. That's why Jaime killed him.",anger
Season 6,This is entirely different.,neutral
Season 6,You're talking about destroying cities. It's not entirely different. I'd like to suggest an alternate approach.,neutral
Season 6,"Once before, I offered you peace. If you had not been so arrogant, you could have returned to your homeland with a fleet of ships. Instead, you will flee Slaver's Bay on foot like the beggar queen you are.",neutral
Season 6,"We are here to discuss terms of surrender, not to trade insults.",neutral
Season 6,The terms are simple. You and your foreign friends will abandon the Great Pyramid and the city of Meereen. The Unsullied you stole from Kraznys mo Nakloz will remain to be sold again to the highest bidder. The translator you stole from Kraznys mo Nakloz will remain to be sold again to the highest bidder. The dragons beneath the Great Pyramid will be slaughtered.,anger
Season 6,"We obviously didn't communicate clearly. We're here to discuss your surrender, not mine.",neutral
Season 6,I imagine it's difficult adjust to the new reality. Your reign is over.,neutral
Season 6,My reign has just begun.,neutral
Season 6,Dracarys.,neutral
Season 6,You men have a choice,neutral
Season 6,"fight and die for the masters who would never fight and die for you, or go home to your families.",anger
Season 6,"Thank you for the armada. Our queen does love ships. Now, last time we spoke, we made a pact. You violated that pact. You declared war upon us. Though our queen does have a forgiving nature, this cannot be forgiven.",neutral
Season 6,Our queen insists that one of you must die as punishment for your crimes.,disgust
Season 6,"It always seems a bit abstract, doesn't it, other people dying?",disgust
Season 6,Him. He should die.,anger
Season 6,"Yes, him.",neutral
Season 6,"He's not one of us. He's an outsider, a lowborn. He does not speak for us.",neutral
Season 6,Please.,neutral
Season 6,"Tell your people what happened here. Tell them you live by the grace of Her Majesty. When they come forward with notions of retribution or ideas about returning the slave cities to their former glory, remind the what happened when Daenerys Stormborn and her dragons came to Meereen.",anger
Season 6,You don't have to be here.,neutral
Season 6,"Yes, I do.",neutral
Season 6,My beloved wife. I've missed you terribly.,sadness
Season 6,"Thank you for returning Lady Bolton safely. Now, dismount and kneel before me, surrender your army and proclaim me the true Lord of Winterfell and Warden of the North. I will pardon you for deserting the Night's Watch. I will pardon these treasonous lords for betraying my house. Come, bastard, you don't have the men, you don't have the horses, and you don't have Winterfell. Why lead those pour souls into slaughter? There's no need for a battle. Get off your hose and kneel. I'm a man of mercy.",anger
Season 6,You're right. There's no need for a battle. Thousands of men don't need to die. Only one of us. Let's end this the old way. You against me.,anger
Season 6,"I keep hearing stories about you, bastard. The way people in the North talk about you, you're the greatest swordsman who ever walked. Maybe you are that good. Maybe not. I don't know if I'd beat you. But I know that my army will beat yours. I have 6,000 men. You have, what, half that? Not even?",disgust
Season 6,"Aye, you have the numbers. Will your men want to fight for you when they hear you wouldn't fight for them?",neutral
Season 6,"He's good. Very good. Tell me, will you let your little brother die because you're too proud to surrender?",neutral
Season 6,How do we know you have him?,surprise
Season 6,"Now, if you want to save —",neutral
Season 6,"You're going to die tomorrow, Lord Bolton. Sleep well.",neutral
Season 6,"She's a fine woman, your sister. I look forward to having her back in my bed. And you're all fine-looking men. My dogs are desperate to meet you. I haven't fed them for seven days. They're ravenous. I wonder which parts they'll try first. Your eyes? Your balls? We'll find out soon enough. In the morning, then, bastard.",surprise
Season 6,"If he was smart, he'd stay inside the walls of Winterfell and wait us out.",neutral
Season 6,"That's not his way. He knows the North is watching. If the other houses sense weakness on his part, they'll stop fearing him. He can't have that. Fear is his power.",fear
Season 6,"It's his weakness, too. His mean don't want to fight for him. They're forced to fight for him. If they feel the tide turning...",disgust
Season 6,It's not his men that worry me. It's his horses. I know what mounted knights can do to us.,fear
Season 6,You and Stannis cut through us like piss through snow.,disgust
Season 6,"We're digging trenches all along our flanks. They won't be able to hit us the way that Stannis hit you, in a double envelopment.",neutral
Season 6,stares blankly at JON SNOW.,sadness
Season 6,A pincer move.,disgust
Season 6,They won't be able to hit us from the sides.,neutral
Season 6,Good.,neutral
Season 6,"It's crucial that we let them charge at us. They've got the numbers, we need the patience. If we let him buckle our center, he'll pursue. Then we'll have him surrounded on three sides.",neutral
Season 6,Did you really think that cunt would fight you man to man?,surprise
Season 6,No. But I wanted to make him angry. I want him coming at us full tilt.,anger
Season 6,We should all get some sleep.,neutral
Season 6,"Rest, Jon Snow. We need you sharp tomorrow.",neutral
Season 6,"So you've met the enemy, drawn up your battle plans.",neutral
Season 6,"Aye, for what they're worth.",neutral
Season 6,"You've known him for the space of a single conversation, you and your trusted advisors, and you sit around and make your plans on how to defeat a man you don't know. I lived with him. I know the way his mind works. I know how he likes to hurt people. Did it ever once occur to you that I might have some insight?",neutral
Season 6,You're right.,neutral
Season 6,You think he's going to fall into your trap. He won't He's the one who lays traps.,neutral
Season 6,He's overconfident.,neutral
Season 6,He plays with people. He's far better at it than you. He's been doing it all his life.,neutral
Season 6,"Aye, and what have I been doing all my life? Playing with broomsticks? I fought beyond the Wall against worse than Ramsay Bolton. I've defended the Wall from worse than Ramsay Bolton.",disgust
Season 6,You don't know him.,surprise
Season 6,"All right, tell me. What should we do? How do we get Rickon back?",anger
Season 6,"We'll never get him back. Rickon is Ned Starks trueborn son, which makes him a greater threat to Ramsay than you, a bastard, or me, a girl. As long as he lives, Ramsay's claim to Winterfell will be contested, which means he won't live long.",anger
Season 6,We can't give up on our brother.,sadness
Season 6,"Listen to me, please. He wants you to make a mistake.",anger
Season 6,Of course he does. What should I do differently?,neutral
Season 6,I don't know! I don't know anything about battles! Just don't do what he wants you to do.,anger
Season 6,"Aye, that's good advice.",neutral
Season 6,You think that's obvious?,surprise
Season 6,"Well, it is a bit obvious.",neutral
Season 6,"If you had asked for my advice earlier, I would have told you not to attack Winterfell until we have a larger force, or is that obvious, too?",neutral
Season 6,When will we have a larger force?! We've pleaded with every house that'll have us! The Blackfish can't help us! We're lucky to have this many men!,anger
Season 6,It's not enough!,anger
Season 6,"Now, it's not enough! It's what we have! Battles have been won against greater odds.",anger
Season 6,"If Ramsay wins, I'm not going back there alive. Do you understand me?",neutral
Season 6,"SNOW I won't ever let him touch you again. I'll protect you, I promise.",surprise
Season 6,No one can protect me. No one can protect anyone.,fear
Season 6,You think there's hope?,surprise
Season 6,"I've never seen these Bolton fuckers fight. And they've never seen the free folk fight, so, yes, there's hope. You want to avenge your king, don't you?",anger
Season 6,It wasn't the Boltons defeated Stannis. It was Stannis himself. I loved the man. He lifted me up and made me something. But he had demons in his skull whispering foul things.,disgust
Season 6,You saw these demons?,surprise
Season 6,What?,surprise
Season 6,"No, it's a manner of speaking. Not actual demons.",neutral
Season 6,"Oh. Well, you loved that cunt Stannis and I loved the man he burned. Mance didn't have demons in his skull. He didn't torch people or listen to some red witch. I believed in him. I thought he was the man to lead us through the Long Night. But I was wrong just like you.",disgust
Season 6,"Maybe that was our mistake, believing in kings.",neutral
Season 6,Jon Snow's not a king.,neutral
Season 6,"No, he's not.",neutral
Season 6,I need a good drink to help me sleep the night before a fight. You want some? I have a jug of sour goat's milk stronger than any of that grape water you southern twats like sucking on.,disgust
Season 6,"No, thanks. It does sound delicious, but I better keep a clear head. I can never sleep the night before a battle.",neutral
Season 6,So what do you do all night?,neutral
Season 6,I walk. Think and walk. Think and walk until I'm far enough away from camp that no one can hear me shitting my guts out.,neutral
Season 6,Happy shitting.,joy
Season 6,My lady. You weren't at the war council.,surprise
Season 6,I'm not a soldier.,neutral
Season 6,Any advice?,neutral
Season 6,Don't lose.,neutral
Season 6,"If I do, if I fall, don't bring me back.",fear
Season 6,I'll have to try.,neutral
Season 6,I'm ordering you not to bring me back.,sadness
Season 6,"I am not your servant, Jon Snow.",neutral
Season 6,You're in my camp. I'm the commander.,neutral
Season 6,I serve the Lord of Light. I do what he commands.,neutral
Season 6,How do you know what he commands?,surprise
Season 6,"I interpret his signs as well as I can. If the Lord didn't want me to bring you back, how did I bring you back? I have no power. Only what he gives me and he gave me you.",neutral
Season 6,Why?,surprise
Season 6,I don't know. Maybe you're only needed for this small part of his plan and nothing else. Maybe he brought you here to die again.,neutral
Season 6,What kind of god would do something like that?,surprise
Season 6,The one we've got.,neutral
Season 6,"Last time we saw each other was at Winterfell, yes? You were making jokes about my height, I seem to recall. Everyone who makes a joke about a dwarf's height thinks he's the only person ever to make a joke about a dwarf's height. “The height of nobility,” “a man of your stature,” “someone to look up to.” You're all making the same five or six jokes.",neutral
Season 6,It was a long time ago.,neutral
Season 6,"It was. And how have things been going for you since then? Not so well, I gather. Can't imagine you would have murdered the Stark boys if things had been going well.",surprise
Season 6,I didn't murder the Stark boys. But I did things that were just as bad or worse.,disgust
Season 6,And he paid for them.,neutral
Season 6,"Doesn't seem like it. He's still alive. It was complicated for you, I'm sure, growing up at Winterfell. Never quite knowing who you were. But then, we all live complicated lives, don't we?",neutral
Season 6,"You've brought us 100 ships from the Iron Fleet with men to sail them. In return, I expect you want me to support your claim to the throne of the Iron Islands?",neutral
Season 6,Not my claim. Hers.,neutral
Season 6,And what's wrong with you?,anger
Season 6,I'm not fit to rule.,sadness
Season 6,We can agree upon that at least.,neutral
Season 6,Has the Iron Islands ever had a queen before?,neutral
Season 6,No more than Westeros.,neutral
Season 6,Our Uncle Euron returned home after a long absence. He murdered our father and took the Salt Throne from yara. He would have murdered us if we had stayed.,anger
Season 6,Lord Tyrion tells me your father was a terrible king.,fear
Season 6,You and I have that in common.,neutral
Season 6,We do. And both murdered by a usurper as well.,sadness
Season 6,Will their ships be enough?,neutral
Season 6,"With the former Masters' fleet, possibly. Barely. There are more than 100 ships in the Iron Fleet.",neutral
Season 6,There are and Euron is building more. He's going to offer them to you.,neutral
Season 6,So why shouldn't I wait for him?,neutral
Season 6,The Iron Fleet isn't all he's bringing. He also wants to give you --,neutral
Season 6,"His big cock, I think he said. Euron's offer is also an offer of marriage, you see. You won't get one without the other.",neutral
Season 6,And I imagine your offer is free of any marriage demands?,neutral
Season 6,"I never demand, but I'm up for anything, really.",neutral
Season 6,He murdered our father and would have murdered us. He'll murder you as soon as you have what he wants.,anger
Season 6,The Seven Kingdoms.,neutral
Season 6,All of them.,neutral
Season 6,And you don't want the Seven Kingdoms?,anger
Season 6,Your ancestors defeated ours and took the Iron Islands. We ask you to give them back.,neutral
Season 6,And that's all?,surprise
Season 6,We'd like you to help us murder an uncle or two who don't think a woman's fit to rule.,anger
Season 6,Reasonable.,anger
Season 6,What if everyone starts demanding their independence?,anger
Season 6,"She's not demanding, she's asking. The others are free to ask as well. Our father were evil men, all of us here. They left the world worse than they found it. We're not going to do that. We're going to leave the world better than we found it.",neutral
Season 6,"You will support my claim as queen of the Seven Kingdoms and respect the integrity of the Seven Kingdoms. No more reaving, roving, raiding, or raping.",neutral
Season 6,That's our way of life.,neutral
Season 6,No more.,anger
Season 6,No more.,anger
Season 6,"Do you like games, little man? Let's play a game. Run to your brother. The sooner you make it to him, the sooner you get to see him. That's it. That's the game. Easy. Ready? Go.",neutral
Season 6,"No, you have to run, remember? Those are the rules.",neutral
Season 6,Don't.,neutral
Season 6,Prepare to charge! Prepare to charge!,fear
Season 6,Go! Go! Follow your commander!,anger
Season 6,Run and fight!,anger
Season 6,Now.,neutral
Season 6,"Cavalry, charge!",anger
Season 6,We'll just kill our own men. Stand down.,anger
Season 6,Loose!,surprise
Season 6,Get word --,neutral
Season 6,We may as well be taking shits back here.,disgust
Season 6,Follow!,neutral
Season 6,"It's time, go.",neutral
Season 6,Who owns the North?,neutral
Season 6,We do!,anger
Season 6,Show me!,anger
Season 6,Hey!,joy
Season 6,"Infantry, advance!",neutral
Season 6,"With me, lads! Break their line!",anger
Season 6,Tormund!,surprise
Season 6,Get him back!,anger
Season 6,"Fuck this, come on!",anger
Season 6,Their army's gone.,sadness
Season 6,Our army's gone.,sadness
